排名,片名,导演,编剧,主演,类型,上映日期,片长,豆瓣评分,评价人数,制片地区/国家,语言,又名
No.227,无敌破坏王 Wreck-It Ralph,瑞奇·摩尔,菲尔·约翰斯顿/珍妮弗·李/瑞奇·摩尔/吉姆·里尔顿/约翰·C·赖利/山姆·J·莱文/贾里德·斯特恩,约翰·C·赖利/萨拉·西尔弗曼/杰克·麦克布瑞尔/简·林奇/艾伦·图代克/敏迪·卡灵/乔·洛·特鲁格里奥/艾德·奥尼尔/丹尼斯·海斯伯特/伊迪·迈克莱尔/雷蒙德·S·佩尔西/杰斯·哈梅尔/瑞秋·哈里斯/斯盖拉·阿斯丁/亚当·卡罗拉/霍拉提奥·桑斯/莫里斯·拉马奇/斯戴芬妮·斯考特/约翰·迪·玛吉欧/瑞奇·摩尔/凯蒂·洛斯/贾米·埃曼/乔西·特立尼达/辛贝·沃克/塔克·吉莫尔/布兰登·斯考特/蒂姆·梅尔滕斯/凯文·迪特斯/杰洛·里佛斯/马丁·贾维斯/布莱恩·克辛格/罗杰·克莱格·史密斯/菲尔·约翰斯顿/鲁本·兰登/凯尔·赫伯特/洁米·斯贝勒·罗伯茨/尼克·格里姆肖,喜剧/动画/奇幻/冒险,2012-11-06(中国大陆),101分钟,8.6,183331, 美国, 英语, 破坏王拉尔夫 / 破坏王大冒险
No.228,国王的演讲 The King's Speech,汤姆·霍珀,大卫·塞德勒,科林·费尔斯/杰弗里·拉什/海伦娜·伯翰·卡特/盖·皮尔斯/迈克尔·刚本/蒂莫西·斯波/詹妮弗·艾莉/德里克·雅各比/安东尼·安德鲁斯/克莱尔·布鲁姆,剧情/传记/历史,2012-02-24(中国大陆),118分钟,8.3,337647, 英国 / 澳大利亚 / 美国, 英语, 皇上无话儿(港) / 王者之声：宣战时刻(台) / 王的演讲 / 国王的演说
No.229,蓝色大门 藍色大門,易智言,易智言,陈柏霖/桂纶镁/梁又琳/仇政/明金成/林贤能/黄江丰/是元介/姚元浩/游智炜/翁桂邦/夏绍虞/陈梦萱/1976 (乐团),剧情/爱情/同性,2002-09-27(台湾),85分钟,8.3,271723, 台湾 / 法国, 汉语普通话, 蓝色夏恋 / Blue Gate Crossing
No.230,疯狂的石头,宁浩,张承/宁浩/优恵,郭涛/刘桦/连晋/黄渤/徐峥/优恵/罗兰 /王迅,喜剧/犯罪,2006-06-30(中国大陆),106 分钟(香港),8.2,311007, 中国大陆 / 香港, 汉语普通话 / 重庆话, Crazy Stone
No.231,一个叫欧维的男人决定去死 En man som heter Ove,汉内斯·赫尔姆,弗雷德里克·巴克曼/汉内斯·赫尔姆,罗夫·拉斯加德/巴哈·帕斯/托比亚斯·阿姆博瑞/菲利普·伯格/安娜-莱娜·布伦丁/博瑞·伦贝里/埃达·英格薇/弗雷德里克·埃弗斯/玛德琳·雅各布松/查特里娜·拉松/杰克尔·法尔斯特伦,剧情,2015-12-25(瑞典),116分钟,8.7,112554, 瑞典, 瑞典语 / 波斯语, 明天别再来敲门(台) / 想死冇咁易(港) / 叫欧裴的男人 / 欧维决定去死 / A Man Called Ove
No.232,血钻 Blood Diamond,爱德华·兹威克,查尔斯·里维特,莱昂纳多·迪卡普里奥/杰曼·翰苏/詹妮弗·康纳利/阿诺德·沃斯洛/大卫·哈雷伍德/吉米·米斯特雷/麦克·辛/史蒂芬·柯林斯,剧情/惊悚/冒险,2006-12-08(美国),143 分钟,8.5,130336, 美国 / 德国, 英语 / 门德语 / 南非荷兰语, 血腥钻石 / 滴血钻石
No.233,枪火 鎗火,杜琪峰,游乃海,吴镇宇/任达华/黄秋生/吕颂贤/张耀扬/林雪/王天林/施绮莲/高雄,剧情/动作/犯罪,1999-11-19(香港),84分钟(香港),8.6,99008, 香港, 粤语, The Mission
No.234,爱·回家 집으로...,李廷香,李廷香,金艺芬/俞承豪/童孝熙/闵京勋/任恩敬,剧情/家庭,2002-04-05(韩国),80分钟,9.0,47017, 韩国, 韩语, 外婆的家 / 回家路上 / 有你真好 / 回家路 / 一屋两婆孙 / The Way Home
No.235,大卫·戈尔的一生 The Life of David Gale,艾伦·帕克,查尔斯·伦道夫,凯文·史派西/凯特·温丝莱特/劳拉·琳妮/加布里埃尔·曼/梅丽莎·麦卡西/罗娜·迈特拉,剧情/悬疑/犯罪,2003-02-21(美国),130 分钟,8.6,91468, 美国 / 德国 / 英国, 英语 / 西班牙语, 铁案悬谜 / 命悬一线 / 绝命调查 / 铁案疑云
No.236,步履不停 歩いても 歩いても,是枝裕和,是枝裕和,阿部宽/夏川结衣/江原由希子/高桥和也/田中祥平/野本萤/林凌雅/寺岛进/加藤治子/树木希林/原田芳雄,剧情/家庭,2008-06-28(日本),115分钟,8.8,68799, 日本, 日语, 横山家之味(港) / 步伐不停 / 即使你走啊走 / 安静的行走 / Still Walking / Even If You Walk and Walk
No.237,遗愿清单 The Bucket List,罗伯·莱纳,Justin Zackham,杰克·尼科尔森/摩根·弗里曼/西恩·海耶斯/贝弗利·陶德/罗伯·莫洛/阿方索·弗里曼/Verda Bridges/伊恩·安东尼·代尔/诺尔·古格雷米,剧情/喜剧/冒险,2007-12-25(多伦多电影节),97 分钟,8.5,126500, 美国, 英语, 玩转身前事(港) / 一路玩到挂(台) / 拿命开玩笑
No.238,千钧一发 Gattaca,安德鲁·尼科尔,安德鲁·尼科尔,伊桑·霍克/乌玛·瑟曼/裘德·洛/艾伦·阿金/戈尔·维达尔/山德·贝克利/劳恩·迪恩,剧情/科幻,1997-10-24(美国),106分钟,8.7,84593, 美国, 英语 / 世界语, 变种异煞 / 自然人 / 戛塔卡 / 伽蒂卡 / 太空梦 / 基因代码
No.239,麦兜故事 麥兜故事,袁建滔,谢立文/麦家碧,李晋纬/林海峰/吴君如/黄秋生/Buxx Banner,剧情/喜剧/动画,2001-12-15,Japan: 75 分钟,8.5,126995, 香港, 粤语, 麦兜的故事 / My Life as McDull
No.240,荒岛余生 Cast Away,罗伯特·泽米吉斯,小威廉·保尔斯,汤姆·汉克斯/海伦·亨特/克里斯·诺斯/尼克·西塞,剧情/冒险,2000-12-22(美国),143分钟,8.5,132256, 美国, 英语 / 俄语, 浩劫重生(台) / 劫后重生(港) / 荒岛男人
No.241,无人知晓 誰も知らない,是枝裕和,是枝裕和,柳乐优弥/北浦爱/木村飞影/清水萌萌子/韩英惠/江原由希子/串田和美/冈元夕纪子/Takako Tate/加濑亮/村野友希/田中庆太/木村佑一/远藤宪一/寺岛进/平泉成,剧情,2004-05-13(戛纳电影节),141分钟,9.0,52139, 日本, 日语, 谁知赤子心 / 无人知晓的夏日清晨 / Nobody Knows / Dare mo shiranai
No.242,暖暖内含光 Eternal Sunshine of the Spotless Mind,米歇尔·贡德里,查理·考夫曼/米歇尔·贡德里/皮埃尔·比斯毛特,金·凯瑞/凯特·温丝莱特/伊利亚·伍德/克斯汀·邓斯特/汤姆斯·杰·瑞恩/马克·鲁弗洛/简·亚当斯/大卫·克罗斯/汤姆·威尔金森/Amir Ali Said/Brian Price/Paulie Litt,剧情/爱情/奇幻,2004-03-19(美国),108分钟,8.4,143520, 美国, 英语, 暧暧内含光 / 美丽心灵的永恒阳光 / 无痛失恋(港) / 王牌冤家(台) / 纯洁心灵的永恒阳光 / 无暇心灵的永恒阳光 / 灵光乍现 / 忘记你我做不到
No.243,彗星来的那一夜 Coherence,詹姆斯·沃德·布柯特,詹姆斯·沃德·布柯特/亚历克斯·马努吉安,艾米丽·芭尔多尼/莫瑞·史特林/尼古拉斯·布兰登/劳伦·斯卡法莉娅/伊丽莎白·格瑞斯/雨果·阿姆斯特朗/亚历克斯·马努吉安/劳伦·马赫,科幻/悬疑/惊悚,2013-09-19(奥斯汀奇幻电影节),89分钟,8.4,172111, 美国 / 英国, 英语, 相干性 / 相干效应
No.244,曾经 Once,约翰·卡尼,约翰·卡尼,格伦·汉塞德/玛可塔·伊尔格洛娃,剧情/爱情/音乐,2007-01-20(圣丹斯电影节),85分钟,8.3,201814, 爱尔兰, 英语 / 捷克语, 一奏倾情(港) / 曾经。爱是唯一(台) / 曾经拥有 / 一生的唯一 / 情难独奏(豆友译名) / 宛似(豆友译名)
No.245,我爱你 그대를 사랑합니다,秋昌旼,姜草/秋昌旼,宋在浩/李顺载/尹秀晶/金秀美/宋智孝/吴达洙,剧情/爱情,2011-02-17(韩国),118分钟,9.0,56167, 韩国, 韩语, 爱你 / Late Blossom
No.246,你的名字。 君の名は。,新海诚,新海诚,神木隆之介/上白石萌音/长泽雅美/市原悦子/成田凌/悠木碧/岛崎信长/石川界人/谷花音/寺杣昌纪/大原沙耶香/井上和彦/茶风林/加藤有花/花泽香菜/寺崎裕香,剧情/爱情/动画,2016-12-02(中国大陆),106分钟,8.5,449389, 日本, 日语, 你的名字 / 君之名 / Your Name / Kimi no na wa.
No.247,蝴蝶 Le Papillon,费利普·弥勒,费利普·弥勒,米歇尔·塞罗尔/柯莱儿·布翁尼许/娜德·蒂约/奥黛丽·玛丽奥/弗朗索瓦·米肖/海伦·伊利/伊蒂格·斯特凡,剧情/喜剧/儿童,2002-12-18(法国),85 分钟,8.6,94517, 法国, 法语, The Butterfly
No.248,月球 Moon,邓肯·琼斯,邓肯·琼斯/内森·帕克,山姆·洛克威尔/凯文·史派西/多米妮克·麦克艾丽戈特/卡雅·斯考达里奥/本尼迪克特·王/马特·贝里/马尔科姆·斯图尔特/罗宾·查克,剧情/科幻/悬疑,2009-07-17,97 分钟,8.5,142155, 英国, 英语 / 西班牙语, 月劫余生(港) / 寂寞月影 / 2009月球漫游
No.249,巴黎淘气帮 Le petit Nicolas,洛朗·蒂拉尔,格雷古瓦·维涅隆/洛朗·蒂拉尔,马克西姆·戈达尔/瓦莱丽·勒梅西埃/凯德·麦拉德/桑德琳娜·基贝兰/弗朗索瓦-格扎维埃·德梅松/米歇尔·迪绍苏瓦/Daniel Prévost/米歇尔·加拉布吕/雅尼莫尼/弗朗索瓦·达密安/露易丝·布尔昆/樊尚·克洛德/夏尔·瓦扬/维克托·卡莱斯/本杰明·阿弗蒂/小日尔曼·达米科/达米安·费多尔/维吉尔·蒂拉尔/伊丽莎·欧斯/热拉尔·朱尼奥,喜剧/家庭/儿童,2013-02-10(中国大陆),92 分钟,8.6,103701, 法国 / 比利时, 法语, 小淘气尼古拉(台) / 反斗小尼哥(港) / 小尼古拉 / Little Nicholas
No.250,与狼共舞 Dances with Wolves,凯文·科斯特纳,迈克尔·布雷克,凯文·科斯特纳/玛丽·麦克唐纳/格雷厄姆·格林,剧情/西部/冒险,1990-11-21,181 分钟,8.9,55508, 美国, 英语 / 苏语 / 波尼族语
